Transaction_ID,Customer_ID,Purchase_Date,Purchased_Product_IDs,Order_Value,Order_Location,Repeat_Purchase_Score,Return_Rate
TXN01080,CUST0150,2023-12-15 12:39:28,"['PROD0825', 'PROD0365', 'PROD0685']",632000,Kediri,0.81,0.1
TXN01081,CUST3388,2024-08-16 20:46:13,['PROD0247'],431000,Medan,0.67,0.13
TXN01082,CUST2647,2025-01-05 11:20:30,['PROD0057'],145000,Banda Aceh,0.61,0.2
TXN01083,CUST4416,2025-02-14 07:12:22,"['PROD0880', 'PROD0140']",694000,Samarinda,0.7,0.11
TXN01084,CUST0173,2023-11-24 01:53:49,"['PROD0038', 'PROD0064', 'PROD0926']",777000,Semarang,0.82,0.02
TXN01085,CUST4966,2024-01-24 23:12:01,"['PROD0966', 'PROD0554']",421000,Tangerang,0.84,0.02
TXN01086,CUST0966,2024-02-05 21:38:53,['PROD0128'],460000,Bandung,0.8,0.1
TXN01087,CUST1300,2023-09-06 13:57:06,['PROD0458'],125000,Padang,0.37,0.45
TXN01088,CUST3288,2024-12-24 22:37:00,['PROD0031'],101000,Blitar,0.88,0.09
TXN01089,CUST1632,2024-05-27 10:35:26,['PROD0699'],497000,Tidore Kepulauan,0.8,0.3
TXN01090,CUST3991,2025-04-08 14:14:34,"['PROD1050', 'PROD0692']",619000,Depok,0.61,0.31
TXN01091,CUST4767,2023-12-23 12:00:14,['PROD0951'],158000,Kota Administrasi Jakarta Utara,0.84,0.03
TXN01092,CUST3669,2023-09-01 03:19:41,['PROD0070'],442000,Kota Administrasi Jakarta Pusat,0.88,0.38
TXN01093,CUST1161,2023-12-30 23:31:39,['PROD0242'],420000,Palangkaraya,0.46,0.46
TXN01094,CUST2291,2023-11-06 18:13:15,['PROD0140'],272000,Sabang,0.92,0.19
TXN01095,CUST0177,2025-08-11 13:58:33,['PROD0712'],362000,Serang,0.71,0.33
TXN01096,CUST2524,2024-07-27 04:53:21,"['PROD0587', 'PROD0081']",559000,Mojokerto,0.66,0.38
TXN01097,CUST2400,2024-04-07 18:06:13,"['PROD0414', 'PROD0911', 'PROD0160', 'PROD0287']",844000,Tual,0.76,0.39
TXN01098,CUST4371,2023-10-01 07:13:21,"['PROD0799', 'PROD0484']",611000,Serang,0.62,0.15
TXN01099,CUST1779,2023-10-31 08:32:19,['PROD0569'],159000,Jambi,0.73,0.32
TXN01100,CUST2203,2024-09-25 17:57:16,['PROD0146'],358000,Purwokerto,0.7,0.07
TXN01101,CUST1112,2025-01-26 11:13:25,['PROD0700'],480000,Payakumbuh,0.9,0.06
TXN01102,CUST2032,2025-04-21 18:11:09,['PROD0630'],489000,Bontang,0.72,0.19
TXN01103,CUST3456,2024-07-03 16:54:32,"['PROD0522', 'PROD0578']",607000,Cimahi,0.85,0.38
TXN01104,CUST1449,2024-08-06 17:45:21,['PROD0967'],396000,Kota Administrasi Jakarta Barat,0.46,0.41
TXN01105,CUST4057,2023-10-31 10:46:01,['PROD0287'],354000,Binjai,0.96,0.28
TXN01106,CUST4297,2024-04-11 04:36:00,['PROD0290'],274000,Balikpapan,0.67,0.14
TXN01107,CUST4720,2025-03-18 22:18:39,['PROD0324'],456000,Tarakan,0.62,0.31
TXN01108,CUST2014,2024-05-19 01:00:58,['PROD0384'],332000,Ternate,0.97,0.24
TXN01109,CUST0962,2024-05-26 22:45:11,['PROD0413'],406000,Bima,0.92,0.11
TXN01110,CUST1351,2025-07-09 04:26:17,['PROD0928'],218000,Tangerang,0.96,0.12
TXN01111,CUST0903,2024-11-08 13:51:29,['PROD0124'],318000,Ternate,0.24,0.43
TXN01112,CUST3744,2025-04-03 21:43:59,['PROD0107'],365000,Banda Aceh,0.61,0.11
TXN01113,CUST0869,2023-12-04 20:26:46,['PROD0043'],143000,Lhokseumawe,0.87,0.34
TXN01114,CUST2521,2023-12-29 23:53:11,['PROD0467'],156000,Tasikmalaya,0.94,0.07
TXN01115,CUST2690,2024-01-04 14:43:39,"['PROD0187', 'PROD0818']",519000,Kotamobagu,0.87,0.16
TXN01116,CUST3390,2024-07-31 12:45:31,['PROD0040'],262000,Batu,0.79,0.31
TXN01117,CUST3959,2024-07-19 20:47:41,['PROD0797'],127000,Pekalongan,0.94,0.05
TXN01118,CUST4807,2024-08-04 00:53:32,['PROD0737'],255000,Subulussalam,0.69,0.04
TXN01119,CUST4589,2025-01-03 19:32:07,['PROD0506'],442000,Bukittinggi,0.45,0.46
TXN01120,CUST2650,2025-07-24 19:53:01,"['PROD0645', 'PROD0280']",327000,Lubuklinggau,0.86,0.32
TXN01121,CUST2843,2024-08-21 15:13:47,['PROD0716'],394000,Kota Administrasi Jakarta Timur,0.89,0.29
TXN01122,CUST3763,2025-07-29 04:02:28,['PROD0565'],339000,Depok,0.9,0.18
TXN01123,CUST4382,2023-12-16 06:27:53,['PROD0985'],364000,Banjarbaru,0.42,0.44
TXN01124,CUST2386,2024-06-16 17:41:51,"['PROD0127', 'PROD0590']",947000,Purwokerto,0.79,0.34
TXN01125,CUST3102,2024-09-15 07:05:56,"['PROD0612', 'PROD0883']",706000,Pangkalpinang,0.89,0.06
TXN01126,CUST2157,2023-08-18 20:20:19,"['PROD0159', 'PROD0471']",606000,Tegal,0.63,0.15
TXN01127,CUST0113,2025-04-15 21:39:52,['PROD0030'],277000,Tidore Kepulauan,0.91,0.26
TXN01128,CUST1789,2024-03-20 09:23:01,['PROD0243'],251000,Ambon,0.78,0.08
TXN01129,CUST4435,2024-02-17 11:47:32,['PROD0294'],323000,Solok,0.14,0.4
TXN01130,CUST0181,2024-06-28 09:40:11,['PROD0243'],251000,Sibolga,0.9,0.13
TXN01131,CUST1168,2024-03-16 18:14:16,['PROD0819'],342000,Mataram,0.69,0.12
TXN01132,CUST4614,2023-11-21 21:08:31,"['PROD0578', 'PROD0678']",752000,Yogyakarta,0.76,0.22
TXN01133,CUST3730,2024-05-19 23:50:06,['PROD0194'],249000,Yogyakarta,0.9,0.35
TXN01134,CUST0896,2024-11-02 01:51:38,"['PROD0112', 'PROD1005']",447000,Tebingtinggi,0.93,0.2
TXN01135,CUST0822,2025-05-31 05:57:39,['PROD0565'],339000,Banjarmasin,0.01,0.43
TXN01136,CUST3113,2024-09-25 05:50:48,['PROD0507'],155000,Tanjungpinang,0.88,0.2
TXN01137,CUST0350,2025-01-27 09:24:00,['PROD0530'],234000,Yogyakarta,0.86,0.35
TXN01138,CUST0038,2025-06-01 19:24:37,['PROD0232'],333000,Pagaralam,0.88,0.14
TXN01139,CUST4064,2025-04-21 06:10:45,"['PROD1014', 'PROD0682']",344000,Palangkaraya,0.76,0.35
TXN01140,CUST4474,2024-01-13 05:05:40,"['PROD0938', 'PROD0263']",573000,Padang Sidempuan,0.84,0.19
TXN01141,CUST2175,2024-07-17 18:14:03,['PROD0654'],429000,Blitar,0.41,0.41
TXN01142,CUST1190,2024-11-11 03:51:58,['PROD0245'],434000,Probolinggo,0.38,0.41
TXN01143,CUST1395,2024-01-13 18:11:08,['PROD0156'],176000,Salatiga,0.92,0.34
TXN01144,CUST4084,2024-08-28 09:59:47,['PROD0435'],372000,Malang,0.75,0.12
TXN01145,CUST2040,2024-02-07 06:55:48,['PROD0039'],120000,Bukittinggi,0.83,0.09
TXN01146,CUST1267,2025-07-06 20:57:12,['PROD0844'],330000,Meulaboh,0.68,0.39
TXN01147,CUST3794,2024-05-05 13:49:29,"['PROD0641', 'PROD1020']",994000,Blitar,0.28,0.49
TXN01148,CUST0505,2023-09-13 03:20:26,"['PROD0210', 'PROD0119', 'PROD0938']",966000,Pangkalpinang,0.96,0.38
TXN01149,CUST1342,2025-05-03 21:09:02,['PROD0665'],253000,Padang Sidempuan,0.52,0.47
TXN01150,CUST1632,2025-01-06 23:45:14,"['PROD0733', 'PROD1034']",328000,Madiun,0.94,0.11
TXN01151,CUST1546,2023-11-16 14:48:39,['PROD0525'],224000,Tasikmalaya,0.63,0.23
TXN01152,CUST3609,2024-09-19 03:52:56,"['PROD0717', 'PROD0297', 'PROD0772']",722000,Meulaboh,0.04,0.47
TXN01153,CUST2660,2025-03-18 20:35:31,['PROD0526'],294000,Bekasi,0.91,0.09
TXN01154,CUST3527,2024-05-29 05:29:21,['PROD0150'],239000,Bogor,0.99,0.1
TXN01155,CUST2736,2025-07-24 10:06:52,['PROD0137'],101000,Makassar,0.74,0.24
TXN01156,CUST2366,2024-12-31 10:05:16,"['PROD0442', 'PROD0513']",556000,Magelang,0.68,0.03
TXN01157,CUST0904,2023-10-22 02:20:55,['PROD0255'],151000,Langsa,0.75,0.3
TXN01158,CUST0511,2025-01-15 10:19:24,"['PROD0216', 'PROD1017']",311000,Pariaman,0.04,0.49
TXN01159,CUST3753,2025-01-11 03:11:38,['PROD0553'],342000,Salatiga,0.15,0.49
TXN01160,CUST0147,2025-06-11 05:52:17,"['PROD1045', 'PROD0440']",519000,Metro,0.92,0.23
TXN01161,CUST4851,2025-07-08 21:52:08,['PROD0115'],170000,Bekasi,0.88,0.05
TXN01162,CUST2974,2024-01-17 13:33:20,['PROD0534'],477000,Depok,0.93,0.31
TXN01163,CUST2576,2025-01-08 23:31:48,"['PROD0370', 'PROD0293', 'PROD0957']",1104000,Palembang,0.16,0.46
TXN01164,CUST4492,2025-05-05 13:23:20,['PROD0708'],230000,Surakarta,0.83,0.1
TXN01165,CUST4967,2025-06-26 06:08:14,"['PROD0984', 'PROD0733']",313000,Madiun,0.99,0.36
TXN01166,CUST1053,2024-12-12 07:47:55,['PROD0208'],422000,Semarang,0.74,0.21
TXN01167,CUST0651,2024-09-05 23:54:13,"['PROD1026', 'PROD0079', 'PROD1051', 'PROD0835']",1163000,Tanjungbalai,0.9,0.39
TXN01168,CUST3873,2024-09-19 15:27:21,"['PROD0210', 'PROD0119', 'PROD0659', 'PROD0636']",1463000,Mataram,0.87,0.36
TXN01169,CUST3109,2025-02-17 06:18:25,['PROD0952'],248000,Jayapura,0.83,0.28
TXN01170,CUST1529,2025-08-08 02:27:40,['PROD0332'],111000,Padang Sidempuan,0.74,0.07
TXN01171,CUST4959,2024-05-28 18:37:52,['PROD0286'],188000,Banjar,0.72,0.04
TXN01172,CUST3673,2025-06-10 03:56:40,['PROD0565'],339000,Payakumbuh,0.78,0.02
TXN01173,CUST1760,2025-06-25 20:52:10,"['PROD0719', 'PROD0367', 'PROD0817', 'PROD0733']",1211000,Pekalongan,0.93,0.39
TXN01174,CUST4767,2023-11-25 20:04:18,"['PROD0833', 'PROD0841']",565000,Blitar,0.65,0.12
TXN01175,CUST1197,2025-05-13 16:30:14,"['PROD0576', 'PROD0410']",526000,Probolinggo,0.88,0.12
TXN01176,CUST0006,2024-03-12 18:20:42,['PROD0112'],262000,Mojokerto,0.44,0.4
TXN01177,CUST2947,2024-07-31 06:04:57,['PROD0320'],420000,Bekasi,0.62,0.34
TXN01178,CUST0542,2025-03-27 19:30:36,['PROD0917'],284000,Cirebon,0.91,0.34
TXN01179,CUST0385,2024-12-22 09:39:59,"['PROD0147', 'PROD0045']",608000,Banjarmasin,0.64,0.05
TXN01180,CUST2758,2024-10-10 16:01:38,['PROD0898'],409000,Bengkulu,0.65,0.19
TXN01181,CUST3574,2024-08-22 10:01:08,['PROD0302'],112000,Tomohon,0.11,0.43
TXN01182,CUST0432,2024-01-26 00:05:03,"['PROD0417', 'PROD0565', 'PROD0392']",937000,Bontang,0.28,0.48
TXN01183,CUST0567,2025-06-26 03:00:00,['PROD0514'],331000,Banjar,0.74,0.35
TXN01184,CUST0974,2024-04-16 11:13:34,['PROD0860'],303000,Pangkalpinang,0.52,0.44
TXN01185,CUST0743,2023-09-09 07:09:32,['PROD0203'],324000,Padangpanjang,0.63,0.14
TXN01186,CUST3353,2024-05-17 08:39:01,['PROD0617'],483000,Dumai,0.73,0.36
TXN01187,CUST4716,2024-10-16 20:58:03,"['PROD0911', 'PROD0805', 'PROD0191']",849000,Ambon,0.85,0.33
TXN01188,CUST3342,2025-07-24 21:09:02,"['PROD0329', 'PROD0981', 'PROD0096']",713000,Pontianak,0.96,0.39
TXN01189,CUST3482,2024-06-05 09:15:42,['PROD0769'],466000,Sibolga,0.87,0.24
TXN01190,CUST2370,2025-03-10 03:57:38,['PROD0303'],142000,Samarinda,0.69,0.08
TXN01191,CUST1250,2024-03-22 18:08:57,['PROD0135'],333000,Pekalongan,0.69,0.36
TXN01192,CUST3795,2024-05-20 14:59:32,['PROD0941'],339000,Magelang,0.88,0.08
TXN01193,CUST2500,2024-10-30 18:01:21,['PROD0554'],130000,Manado,0.76,0.24
TXN01194,CUST0626,2024-06-24 16:58:16,['PROD0167'],225000,Magelang,0.02,0.44
TXN01195,CUST4370,2024-06-18 14:03:03,"['PROD0142', 'PROD0488']",499000,Manado,0.33,0.5
TXN01196,CUST2464,2025-02-01 19:41:08,['PROD0173'],188000,Payakumbuh,0.88,0.34
TXN01197,CUST2864,2024-06-25 11:37:15,['PROD0886'],393000,Salatiga,0.95,0.11
TXN01198,CUST0669,2023-09-22 04:03:17,['PROD0904'],375000,Denpasar,0.81,0.08
TXN01199,CUST0377,2025-04-30 17:00:11,['PROD0554'],130000,Cirebon,0.82,0.21
TXN01200,CUST2196,2024-10-24 05:15:24,"['PROD0386', 'PROD0653']",511000,Sabang,0.82,0.07
TXN01201,CUST2517,2023-11-16 06:54:35,['PROD0899'],361000,Banjarmasin,0.86,0.19
TXN01202,CUST1545,2023-12-30 17:34:30,"['PROD0251', 'PROD0576', 'PROD1052']",576000,Malang,0.46,0.44
TXN01203,CUST2936,2023-10-22 18:54:29,"['PROD0920', 'PROD0854']",472000,Semarang,0.4,0.43
TXN01204,CUST0588,2024-09-04 14:06:11,"['PROD0926', 'PROD0087']",636000,Pariaman,0.8,0.28
TXN01205,CUST3948,2024-07-22 14:03:25,['PROD0803'],427000,Pematangsiantar,0.99,0.06
TXN01206,CUST2519,2024-02-11 03:27:45,['PROD0668'],347000,Sungai Penuh,0.97,0.34
TXN01207,CUST3489,2023-12-05 19:59:07,['PROD0579'],393000,Pontianak,0.87,0.04
TXN01208,CUST4120,2023-09-22 10:54:40,['PROD0499'],274000,Pangkalpinang,0.76,0.14
TXN01209,CUST4173,2025-03-23 01:39:57,"['PROD0801', 'PROD0115', 'PROD0303']",662000,Tangerang,0.85,0.02
TXN01210,CUST4508,2024-11-02 12:58:48,['PROD0082'],259000,Tasikmalaya,0.57,0.48
TXN01211,CUST0804,2025-01-11 18:17:38,"['PROD0250', 'PROD0695']",492000,Lubuklinggau,0.95,0.1
TXN01212,CUST1119,2025-05-08 14:44:33,"['PROD0975', 'PROD0358']",719000,Cimahi,0.01,0.48
TXN01213,CUST1339,2024-09-14 00:07:00,['PROD0036'],200000,Metro,0.85,0.03
TXN01214,CUST2117,2024-03-05 01:43:30,['PROD0414'],112000,Pangkalpinang,0.85,0.07
TXN01215,CUST1754,2024-09-10 08:05:14,"['PROD0526', 'PROD0019', 'PROD0414']",795000,Payakumbuh,0.18,0.46
TXN01216,CUST3944,2024-01-13 09:44:30,['PROD0879'],302000,Tegal,0.82,0.16
TXN01217,CUST1706,2025-05-29 01:18:09,['PROD0884'],244000,Banjarbaru,0.93,0.05
TXN01218,CUST3871,2025-02-15 15:54:40,['PROD0571'],327000,Padang,0.67,0.03
TXN01219,CUST3708,2025-07-17 04:55:27,['PROD0156'],176000,Tasikmalaya,0.4,0.44
TXN01220,CUST4932,2025-07-28 12:53:40,['PROD0418'],201000,Pariaman,0.83,0.29
TXN01221,CUST1345,2025-02-22 03:36:33,['PROD1012'],289000,Tebingtinggi,0.07,0.48
TXN01222,CUST3778,2024-03-15 08:32:49,['PROD0643'],322000,Balikpapan,0.81,0.03
TXN01223,CUST1091,2023-12-29 09:55:24,['PROD0343'],450000,Sukabumi,0.98,0.1
TXN01224,CUST2420,2025-04-30 06:02:17,['PROD0989'],272000,Kotamobagu,0.85,0.35
TXN01225,CUST2061,2025-04-21 09:57:57,['PROD0818'],225000,Bekasi,0.84,0.02
TXN01226,CUST1051,2024-07-27 14:35:06,['PROD0549'],345000,Batam,0.92,0.27
TXN01227,CUST3916,2023-10-02 05:14:25,['PROD0060'],458000,Dumai,0.94,0.03
TXN01228,CUST2260,2025-03-18 14:07:51,['PROD0759'],367000,Kota Administrasi Jakarta Timur,0.81,0.23
TXN01229,CUST4151,2024-04-25 06:22:35,['PROD0081'],262000,Banjar,0.7,0.39
TXN01230,CUST2324,2023-11-28 09:37:57,['PROD0251'],290000,Banjarmasin,0.76,0.22
TXN01231,CUST0904,2024-09-19 01:08:25,['PROD0520'],181000,Palu,0.73,0.28
TXN01232,CUST0184,2025-07-13 02:49:35,['PROD0295'],242000,Bekasi,0.84,0.04
TXN01233,CUST2593,2024-10-16 04:05:01,['PROD0247'],431000,Tual,0.77,0.22
TXN01234,CUST0503,2023-10-31 04:30:31,"['PROD0653', 'PROD0185']",479000,Sukabumi,0.72,0.22
TXN01235,CUST1660,2024-12-10 16:40:39,['PROD0159'],229000,Tebingtinggi,0.14,0.47
TXN01236,CUST4744,2024-08-30 21:57:14,"['PROD0419', 'PROD0463', 'PROD0205']",1070000,Banda Aceh,0.63,0.37
TXN01237,CUST0659,2025-04-03 17:52:46,"['PROD0646', 'PROD0065']",543000,Surakarta,0.8,0.18
TXN01238,CUST3595,2023-10-19 04:20:00,"['PROD0823', 'PROD0278', 'PROD0721']",655000,Sawahlunto,0.63,0.35
TXN01239,CUST3504,2024-09-12 05:26:25,['PROD0735'],294000,Pekanbaru,0.44,0.41
TXN01240,CUST3713,2024-10-29 03:18:12,['PROD0962'],149000,Surabaya,0.97,0.11
TXN01241,CUST3644,2023-10-11 23:00:12,['PROD0001'],332000,Palu,0.59,0.48
TXN01242,CUST0184,2024-07-07 20:02:33,['PROD0723'],160000,Bandar Lampung,0.29,0.45
TXN01243,CUST4874,2024-11-16 05:12:44,"['PROD1018', 'PROD0020', 'PROD0399']",634000,Surakarta,0.99,0.01
TXN01244,CUST1689,2024-01-03 12:15:19,['PROD0801'],350000,Palembang,0.48,0.43
TXN01245,CUST1004,2024-10-26 17:54:01,"['PROD0316', 'PROD0910']",307000,Batam,0.95,0.23
TXN01246,CUST2604,2023-09-17 16:13:05,"['PROD0056', 'PROD0794']",569000,Tasikmalaya,0.67,0.3
TXN01247,CUST0189,2023-12-25 20:45:06,['PROD0153'],129000,Bogor,0.92,0.2
TXN01248,CUST0586,2024-08-07 15:15:33,['PROD0639'],333000,Binjai,0.6,0.3
TXN01249,CUST0631,2025-03-21 08:53:26,['PROD0638'],150000,Surabaya,0.19,0.47
TXN01250,CUST3614,2024-09-28 04:54:40,['PROD0387'],268000,Kota Administrasi Jakarta Selatan,0.88,0.3
TXN01251,CUST4612,2024-07-23 00:43:32,['PROD0863'],286000,Subulussalam,0.52,0.49
TXN01252,CUST2030,2023-12-27 18:47:48,"['PROD0368', 'PROD0740']",678000,Manado,0.96,0.18
TXN01253,CUST3026,2025-05-26 03:07:57,['PROD0319'],340000,Blitar,0.64,0.36
TXN01254,CUST2824,2023-11-20 16:06:50,['PROD0900'],235000,Batu,0.6,0.03
TXN01255,CUST1927,2025-02-08 15:16:02,"['PROD0886', 'PROD1042']",745000,Bekasi,0.72,0.05
TXN01256,CUST1918,2025-01-16 23:05:26,['PROD0872'],254000,Pariaman,0.91,0.09
TXN01257,CUST3778,2024-09-08 06:06:03,"['PROD0007', 'PROD0486', 'PROD0215']",809000,Bengkulu,0.18,0.48
TXN01258,CUST3890,2024-12-30 14:47:10,"['PROD0867', 'PROD0244']",376000,Pekanbaru,0.58,0.46
TXN01259,CUST0188,2025-04-03 20:45:42,['PROD0941'],339000,Metro,0.81,0.19
TXN01260,CUST1765,2023-09-27 10:13:00,['PROD0762'],294000,Pekanbaru,0.72,0.29
TXN01261,CUST4621,2025-05-26 10:08:41,['PROD0778'],480000,Bukittinggi,0.38,0.41
TXN01262,CUST2024,2024-02-19 12:43:02,['PROD0223'],249000,Depok,0.76,0.21
TXN01263,CUST4171,2025-05-29 17:48:27,"['PROD0409', 'PROD0149']",477000,Bandung,0.67,0.04
TXN01264,CUST3797,2024-04-11 19:03:37,['PROD0942'],210000,Sabang,0.52,0.47
TXN01265,CUST0304,2025-02-22 11:58:59,"['PROD0178', 'PROD0294']",740000,Bandung,0.88,0.05
TXN01266,CUST4869,2024-01-18 12:35:04,"['PROD0062', 'PROD1048']",342000,Batu,0.95,0.33
TXN01267,CUST0396,2025-02-13 21:20:17,['PROD0692'],199000,Metro,0.87,0.24
TXN01268,CUST0720,2023-10-19 12:18:57,"['PROD1042', 'PROD0835', 'PROD0023']",1166000,Bekasi,1.0,0.16
TXN01269,CUST3472,2024-10-30 11:50:23,['PROD0883'],295000,Ternate,0.06,0.43
TXN01270,CUST3533,2024-01-02 17:12:05,['PROD1022'],186000,Dumai,0.91,0.18
TXN01271,CUST2656,2024-12-17 02:35:49,['PROD0905'],468000,Samarinda,0.95,0.17
TXN01272,CUST4809,2024-04-30 17:02:07,"['PROD0326', 'PROD0176']",524000,Palangkaraya,0.69,0.1
TXN01273,CUST0947,2024-02-13 14:42:49,['PROD0025'],174000,Pasuruan,0.91,0.03
TXN01274,CUST2060,2023-11-30 06:11:33,['PROD0392'],298000,Palu,0.94,0.22
TXN01275,CUST3154,2025-05-08 07:01:55,['PROD0669'],157000,Kediri,0.63,0.36
TXN01276,CUST0711,2025-01-11 22:46:16,['PROD0444'],433000,Dumai,0.85,0.11
TXN01277,CUST3056,2024-07-31 09:41:46,"['PROD0495', 'PROD0248', 'PROD0745']",758000,Bogor,0.83,0.22
TXN01278,CUST3405,2024-03-19 10:46:30,"['PROD0818', 'PROD0166']",615000,Bontang,0.21,0.42
TXN01279,CUST0039,2025-05-29 11:09:46,['PROD0300'],385000,Padangpanjang,0.37,0.42
TXN01280,CUST0658,2023-09-20 19:58:23,['PROD0673'],436000,Bitung,0.95,0.33
TXN01281,CUST1311,2025-05-18 01:54:24,['PROD0315'],374000,Kupang,0.8,0.15
TXN01282,CUST4217,2023-12-19 04:13:02,['PROD0160'],188000,Bukittinggi,0.68,0.13
TXN01283,CUST3872,2024-06-25 19:54:09,"['PROD0332', 'PROD0253', 'PROD0835']",798000,Tegal,0.52,0.46
TXN01284,CUST1141,2024-05-06 13:13:07,"['PROD0482', 'PROD0640', 'PROD0731']",706000,Samarinda,0.94,0.12
TXN01285,CUST3211,2023-09-30 16:03:35,"['PROD0583', 'PROD0298']",566000,Lubuklinggau,0.84,0.23
TXN01286,CUST4329,2024-07-27 21:31:13,['PROD0573'],134000,Solok,0.88,0.02
TXN01287,CUST2067,2024-12-25 09:16:04,['PROD0121'],163000,Bekasi,0.69,0.17
TXN01288,CUST0516,2025-01-20 00:33:27,['PROD0646'],126000,Cirebon,0.89,0.24
TXN01289,CUST1994,2025-07-03 21:00:38,['PROD0223'],249000,Prabumulih,0.65,0.02
TXN01290,CUST3378,2024-07-25 15:05:27,['PROD0434'],176000,Kota Administrasi Jakarta Barat,0.09,0.43
TXN01291,CUST4844,2025-05-21 15:15:18,['PROD0718'],333000,Singkawang,0.66,0.23
TXN01292,CUST0331,2024-04-27 08:20:35,['PROD0536'],121000,Metro,0.56,0.49
TXN01293,CUST3693,2023-09-22 00:32:53,['PROD0062'],206000,Pekalongan,0.73,0.18
TXN01294,CUST1805,2024-12-04 02:05:54,"['PROD0305', 'PROD0662', 'PROD1050']",1007000,Balikpapan,0.1,0.41
TXN01295,CUST3890,2024-09-22 04:40:03,"['PROD0455', 'PROD0156', 'PROD0497', 'PROD0496']",1048000,Semarang,0.86,0.14
TXN01296,CUST1884,2023-11-23 18:18:36,['PROD0141'],395000,Surabaya,0.89,0.19
TXN01297,CUST1605,2025-06-13 14:01:01,['PROD0936'],177000,Banjarmasin,0.83,0.17
TXN01298,CUST2800,2025-07-04 13:20:09,"['PROD0199', 'PROD0670']",530000,Kendari,0.41,0.43
TXN01299,CUST3598,2025-05-24 00:45:25,['PROD0554'],130000,Balikpapan,0.87,0.07
TXN01300,CUST2409,2024-03-23 13:52:27,['PROD0605'],375000,Surabaya,0.69,0.18
TXN01301,CUST2277,2023-10-19 08:30:53,"['PROD0854', 'PROD0294', 'PROD0722']",1066000,Pekanbaru,0.78,0.32
TXN01302,CUST3029,2024-07-23 07:58:06,['PROD0239'],178000,Ambon,0.94,0.06
TXN01303,CUST1127,2024-05-11 05:02:23,['PROD0519'],486000,Sabang,0.9,0.15
TXN01304,CUST1902,2025-02-20 05:47:57,"['PROD0913', 'PROD0268']",407000,Tegal,0.76,0.22
TXN01305,CUST1546,2025-03-01 12:18:00,['PROD0389'],152000,Banjar,0.79,0.11
TXN01306,CUST0748,2025-06-25 02:39:02,"['PROD0371', 'PROD0140']",439000,Prabumulih,0.67,0.38
TXN01307,CUST2085,2024-03-05 00:47:41,['PROD0973'],418000,Mojokerto,0.19,0.45
TXN01308,CUST2758,2024-07-11 19:38:14,['PROD0243'],251000,Gorontalo,0.82,0.08
TXN01309,CUST4436,2025-04-13 01:54:17,['PROD1050'],420000,Tasikmalaya,0.82,0.28
TXN01310,CUST3511,2024-10-02 09:07:52,['PROD0247'],431000,Kota Administrasi Jakarta Timur,0.83,0.31
TXN01311,CUST3843,2024-07-20 13:05:07,"['PROD0845', 'PROD0077', 'PROD0696']",795000,Bukittinggi,0.35,0.46
TXN01312,CUST0241,2025-02-22 10:07:04,['PROD0351'],449000,Sawahlunto,0.86,0.04
TXN01313,CUST4838,2024-10-01 17:37:05,['PROD0900'],235000,Tual,0.79,0.37
TXN01314,CUST0167,2024-11-26 14:55:29,['PROD0944'],280000,Banda Aceh,0.99,0.27
TXN01315,CUST4293,2024-01-12 19:31:17,['PROD0090'],352000,Padangpanjang,0.68,0.26
TXN01316,CUST0181,2025-05-25 21:13:17,['PROD0746'],494000,Tebingtinggi,0.97,0.04
TXN01317,CUST2779,2025-01-08 22:44:12,"['PROD0214', 'PROD0133']",398000,Samarinda,0.76,0.22
TXN01318,CUST2446,2025-07-24 15:30:27,['PROD0899'],361000,Batu,0.89,0.16
TXN01319,CUST1710,2024-04-09 15:26:05,['PROD0443'],195000,Pasuruan,0.81,0.08
TXN01320,CUST2942,2024-04-13 19:49:43,['PROD0670'],121000,Blitar,0.89,0.19
TXN01321,CUST3339,2024-10-11 04:49:59,['PROD1044'],226000,Bogor,0.94,0.1
TXN01322,CUST1090,2025-07-06 17:51:50,"['PROD0944', 'PROD1030', 'PROD0550']",867000,Payakumbuh,0.66,0.02
TXN01323,CUST3514,2025-05-03 12:26:34,['PROD0722'],403000,Sukabumi,0.79,0.07
TXN01324,CUST3310,2025-02-02 02:23:57,['PROD0971'],281000,Bukittinggi,0.03,0.46
TXN01325,CUST3643,2024-10-19 22:16:32,"['PROD0889', 'PROD0850', 'PROD0950', 'PROD0504']",1338000,Tebingtinggi,0.64,0.07
TXN01326,CUST3105,2025-03-20 22:26:14,"['PROD0863', 'PROD0914', 'PROD0755', 'PROD0253']",1063000,Tanjungbalai,0.67,0.19
TXN01327,CUST3167,2025-08-11 01:46:30,['PROD0571'],327000,Pekalongan,0.66,0.03
TXN01328,CUST3679,2023-09-01 02:45:57,['PROD0062'],206000,Malang,0.83,0.28
TXN01329,CUST0820,2025-02-17 21:34:17,['PROD0541'],137000,Semarang,0.93,0.19
TXN01330,CUST1529,2024-12-29 07:15:59,['PROD0338'],448000,Tangerang Selatan,0.07,0.42
TXN01331,CUST4163,2024-04-12 06:58:31,['PROD0899'],361000,Padangpanjang,0.69,0.27
TXN01332,CUST2341,2024-02-20 16:05:26,"['PROD0016', 'PROD0845']",528000,Banjar,0.85,0.2
TXN01333,CUST1414,2024-08-06 19:39:33,"['PROD0433', 'PROD0760', 'PROD0721']",509000,Padang,0.65,0.25
